SMILES,Tag,level,O_index,Exp_State
O=Cc1cc(Br)cc(C=O)c1O,True,2,11,No_Exp
CC(C)(C)c1cc(Br)cc(C=O)c1O,True,2,13,No_Exp
O=Cc1ccc(O)c2ncccc12,True,2,6,No_Exp
O=CC=Cc1ccc(O)cc1,True,2,8,No_Exp
O=Cc1c(O)cccc1Br,True,2,4,No_Exp
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)CCC1=O,True,3,3,No_Exp
O=C1OCCC1O,True,2,6,No_Exp
O=C1OCC[C@@H]1O,True,2,6,No_React
O=C1OC(O)c2ccccc21,True,2,4,No_React
O=C1CC(O)CN1,True,2,4,No_Exp
O=C1CCc2ccc(O)cc2N1,True,2,8,No_Exp
O=C1CCc2c(O)cccc2N1,True,2,6,No_Exp
COc1cc2nc[nH]c(=O)c2cc1O,True,2,13,No_Exp
O=c1[nH]cc(CO)c(=O)[nH]1,True,1,6,No_Exp
O=c1ccn(CCO)c(=O)[nH]1,True,1,7,No_Exp
COc1ccc(C(OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)C[C@@H]2O)(c2ccccc2)c2ccc(OC)cc2)cc1,True,2,22,No_Exp
O=c1[nH]cc(CCO)c(=O)[nH]1,True,1,7,No_Exp
COCCO[C@@H]1[C@H](O)[C@@H](COC(c2ccccc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)O[C@H]1n1cc(C)c(=O)[nH]c1=O,True,2,7,No_Exp
COc1ccc(C(OC[C@H]2O[C@@H](n3cnc4c(=O)nc(NC(=O)C(C)C)[nH]c43)[C@H](O)[C@@H]2O[Si](C)(C)C(C)(C)C)(c2ccccc2)c2ccc(OC)cc2)cc1,True,2,29,No_Exp
CCn1c(CO)n[nH]c1=O,True,1,5,No_Exp
O=C1CCC(N2C(=O)c3cccc(O)c3C2=O)C(=O)N1,True,2,13,No_Exp
O=C1CCC(N2C(=O)c3ccc(O)cc3C2=O)C(=O)N1,True,2,12,No_Exp
COc1ccc(CN2C(=O)CCC(O)C2=O)cc1,True,2,13,No_Exp
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,True,1,9,No_Exp
O=C1CCCc2ccc(O)cc21,True,2,9,No_Exp
O=C1CCC(CO)CC1,True,1,6,No_Exp
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,True,3,21,No_Exp
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,True,3,3,No_Exp
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,True,3,4,No_Exp
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,True,2,5,No_Exp
C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,True,2,5,No_Exp
CC1(C)CC(=O)c2cc(O)ccc2O1,True,2,9,No_Exp
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,True,3,3,No_Exp
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,True,3,21,No_Exp
O=c1cccccc1O,True,2,8,No_Exp
CCc1occc(=O)c1O,True,2,9,No_Exp
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,True,1,19,No_Exp
CC1(C)O[C@H]2O[C@H]3[C@H](OC(=O)[C@H]3O)[C@H]2O1,True,2,12,No_Exp
CCCCCCCCCCCCCCCCOC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,True,2,27,No_Exp
CCCCOC(=O)CO,True,1,8,No_Exp
O=C(NCCCCCCO)OCc1ccccc1,True,1,9,No_Exp
O=C(OCc1ccccc1)c1ccc(O)cc1,True,2,14,No_Exp
CCOC(=O)Cc1ccccc1O,True,2,12,No_Exp
CCOC(=O)CC(O)c1ccccc1,True,2,7,No_Exp
CC(C)COC(=O)c1ccc(O)cc1,True,2,11,No_Exp
C=C(C)C(=O)Oc1ccc(O)cc1,True,2,10,No_Exp
C=C(C)C(=O)Oc1ccc(C(=O)c2ccccc2)c(O)c1,True,2,19,No_Exp
COC(=O)CCCCCO,True,1,9,No_Exp
CCCCCCC(O)CC(=O)OC,True,2,7,No_Exp
CCCCCC(O)CC(=O)OC,True,2,6,No_Exp
CCCCC(O)CC(=O)OC,True,2,5,No_Exp
COC(=O)c1ccc(O)nc1,True,2,8,No_Exp
COC(=O)c1ccc(I)c(O)c1,True,2,10,No_Exp
COC(=O)c1ccc(C(=O)OC)c(O)c1,True,2,13,No_Exp
COC(=O)c1ccc([N+](=O)[O-])c(O)c1,True,2,12,No_Exp
COC(=O)c1cc(O)cc(Br)c1,True,2,7,No_Exp
COC(=O)c1cc(F)c(Br)cc1O,True,2,12,No_Exp
COC(=O)c1cc(Cl)c(O)c(Cl)c1,True,2,9,No_Exp
COC(=O)c1cc(C)ccc1O,True,2,11,No_Exp
COC(=O)c1ccc(O)c(C(=O)OC)c1,True,2,8,No_Exp
COC(=O)c1ccc2ccccc2c1O,True,2,14,No_Exp
COC(=O)C(CO)NC(=O)OC(C)(C)C,True,1,6,No_Exp
COC(=O)c1ccc(OC)cc1O,True,2,12,No_Exp
COC(=O)[C@H](Cc1cccc(O)c1)NC(=O)OC(C)(C)C,True,2,11,No_Exp
COC(=O)[C@H](O)c1ccccc1Cl,True,2,5,No_Exp
CC(C)(C)OC(=O)NCCOCCOCCOCCOCCOCCO,True,1,25,No_Exp
CC(C)(C)OC(=O)NCCOCCOCCOCCO,True,1,19,No_Exp
CC(C)(C)OC(=O)NC1CC(O)C1,True,2,11,No_Exp
C[C@@H](O)CNC(=O)OC(C)(C)C,True,2,2,No_Exp
C[C@H](O)CNC(=O)OC(C)(C)C,True,2,2,No_Exp
CC(C)(CO)NC(=O)OC(C)(C)C,True,1,4,No_Exp
CC(C)(C)OC(=O)N[C@@H]1CC[C@@H](CO)OC1,True,1,13,No_Exp
CC(C)(C)OC(=O)N[C@H]1CC[C@H](CCO)CC1,True,1,14,No_Exp
CC(C)(C)OC(=O)N[C@H]1C[C@H](O)C1,True,2,11,No_Exp
CC(C)(C)OC(=O)N[C@H]1C[C@@H](O)C1,True,2,11,No_Exp
CC(C)(C)OC(=O)N[C@@H](CO)C(C)(C)C,True,1,10,No_Exp
COC[C@@H](CO)NC(=O)OC(C)(C)C,True,1,5,No_Exp
CC(C)(C)OC(=O)N[C@@H](CO)Cc1ccc(-c2ccccc2)cc1,True,1,10,No_Exp
CC[C@@H](CO)NC(=O)OC(C)(C)C,True,1,4,No_Exp
CC(C)(C)OC(=O)N1CCC[C@H](O)C1,True,2,12,No_Exp
CC(C)(C)OC(=O)CCO,True,1,9,No_Exp
CC(C)(C)OC(=O)c1ccc(O)cc1,True,2,11,No_Exp
CC1(C)O[C@@H]2[C@@H](CO)OC(=O)[C@@H]2O1,True,1,7,No_Exp
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,True,2,21,No_Exp
O=C(OCc1ccccc1)N1CCC(O)CC1,True,2,14,No_Exp
O=C1c2ccccc2C(=O)N1CCO,True,1,13,React
CC(C)(C)OC(=O)N1CC(F)(CO)C1,True,1,12,No_Exp
CC(C)(C)OC(=O)N1CC[C@@H](CO)C1,True,1,12,No_Exp
CC(C)(C)OC(=O)N1[C@H](CO)COC1(C)C,True,1,10,No_Exp
O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)O1,True,2,9,No_Exp
CC(C)(C)OC(=O)N[C@H]1CC[C@@H](O)CC1,True,2,12,No_Exp
CC(C)(C)OC(=O)N1CCC2(CC1)CC(O)C2,True,2,15,No_Exp
CCN(CC)C(=O)c1ccccc1O,True,2,13,No_Exp
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],True,3,5,No_Exp
O=C1c2ccccc2C(=O)c2cc(O)ccc21,True,2,13,No_Exp
CCOC(=O)c1cnc2cc(OC)ccc2c1O,True,2,17,No_Exp
CCCCc1oc2ccc([N+](=O)[O-])cc2c1C(=O)c1ccc(O)cc1,True,2,22,No_Exp
COC(=O)C1CC(O)C1,True,2,7,React
COC(=O)c1cc(O)cc(C(=O)OC)n1,True,2,7,No_Exp
O=C(C=Cc1ccc(O)cc1)c1ccccc1,True,2,8,No_Exp
COc1ccc(C(=O)c2ccc(O)cc2)c(OC)c1,True,2,12,No_Exp
CC(=O)c1ccc(O)cc1F,True,2,7,No_Exp
COC(=O)c1sccc1O,True,2,9,No_Exp
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,True,3,9,No_Exp
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CO)[C@@H]1CCC2=O,True,1,16,No_Exp
O=C(c1cc(Cl)ccc1O)c1ccccc1Cl,True,2,9,No_Exp
CCC(=O)c1cc2c(cc1O)OCO2,True,2,10,No_Exp
Cc1cc(C(=O)Cc2ccccc2)cc(C)c1O,True,2,17,No_Exp
O=C1CCC(N2Cc3c(O)cccc3C2=O)C(=O)N1,True,2,9,No_Exp
O=C1CCC(N2Cc3cc(O)ccc3C2=O)C(=O)N1,True,2,10,No_Exp
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)C(=O)C[C@H]12,True,2,2,No_Exp
O=C([O-])CCCCO,True,1,7,No_Exp
COc1cc(C=CC(=O)[O-])ccc1O,True,2,13,No_Exp
COC(=O)[C@H]1CC[C@H](O)CC1,True,2,8,No_Exp
CCOC(=O)[C@H]1CC[C@@H](O)CC1,True,2,9,No_Exp
O=C(N[C@@H](CO)C(=O)OCc1ccccc1)OCC1c2ccccc2-c2ccccc21,True,1,5,No_Exp
O=C(N[C@@H](CO)C(=O)OCc1ccccc1)OCc1ccccc1,True,1,5,No_Exp
C[C@@H](O)C(=O)OC(C)(C)C,True,2,2,No_Exp
COC(=O)/C=C/c1ccc(O)c(OC)c1,True,2,10,No_Exp
O=[N+]([O-])c1ccc(O)nc1,True,2,7,No_Exp
O=[N+]([O-])c1ccc(Cl)c(O)c1,True,2,9,No_Exp
O=[N+]([O-])c1cc(O)ccc1Br,True,2,6,No_Exp
O=[N+]([O-])c1cnccc1O,True,2,9,No_Exp
COC(=O)[C@@H]1C[C@@H](O)CN1C(=O)OCc1ccccc1,True,2,7,No_Exp
COC(=O)[C@H]1C[C@@H](O)C1,True,2,7,No_Exp
CC1(C)OCC([C@H]2O[C@H](O)[C@@H]3OC(C)(C)OC23)O1,True,2,9,No_Exp
C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,True,2,3,No_Exp
O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,True,2,12,No_Exp
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,True,2,24,No_Exp
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,True,2,13,No_Exp
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,True,2,5,No_Exp
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,True,2,13,No_Exp
O=C(N[C@H]1C[C@@H](O)C1)OCc1ccccc1,True,2,6,No_Exp
CC(C)(C)OC(=O)N[C@H]1C(C)(C)[C@H](O)C1(C)C,True,2,13,No_Exp
C=C(C)[C@@H]1CC[C@@H](C)C[C@H]1O,True,2,10,No_Exp
COCCO[C@@H]1[C@H](O)[C@@H](COC(c2ccccc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)O[C@H]1n1cnc2c(=O)[nH]c(NC(=O)C(C)C)nc21,True,2,7,No_Exp
CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,True,2,19,No_Exp
CC1(C)O[C@H]2O[C@H]([C@H]3COC(C)(C)O3)[C@@H](O)[C@H]2O1,True,2,15,No_Exp
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,True,2,22,No_Exp
COc1ccc(C(OC[C@H]2O[C@@H](n3ccc(NC(=O)c4ccccc4)nc3=O)C[C@@H]2O)(c2ccccc2)c2ccc(OC)cc2)cc1,True,2,30,No_Exp
C[C@H](O)c1cc(F)ccc1I,True,2,2,No_Exp
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,True,3,3,No_Exp
NC(=O)CN1CC(O)CC1=O,True,2,7,No_Exp
N#Cc1cccc(Br)c1O,True,2,9,No_Exp
N#Cc1ccc(O)cc1Cl,True,2,6,No_Exp
COc1cc(C#N)ccc1O,True,2,10,No_Exp
N#Cc1ccc(O)c(Cl)c1,True,2,6,No_Exp
Cc1cc(C#N)ccc1O,True,2,9,No_Exp
N#Cc1ccc(O)c(Br)c1,True,2,6,No_Exp
N#Cc1ccc(CO)c(F)c1,True,1,7,No_Exp
Cc1ccc(C#N)c(O)c1,True,2,8,No_Exp
N#Cc1ccc(Br)cc1O,True,2,9,No_Exp
N#Cc1cc(O)cc(F)c1,True,2,5,No_Exp
N#Cc1cccc(CO)c1,True,1,8,No_Exp
N#Cc1cc(Cl)ccc1O,True,2,9,No_Exp
N#Cc1cc(Br)ccc1O,True,2,9,No_Exp
N#Cc1cc(I)c(O)c([N+](=O)[O-])c1,True,2,7,No_Exp
COc1cc2c(Cl)c(C#N)cnc2cc1O,True,2,15,No_Exp
Oc1cc(I)ccc1Cl,True,2,0,No_Exp
Oc1ccc(F)cc1I,True,2,0,No_Exp
Oc1ccc(Cl)cc1I,True,2,0,No_Exp
Oc1ccc(Br)cc1I,True,2,0,No_Exp
OCc1cc(F)cc(F)c1,True,1,0,No_Exp
OCCc1cccc(F)c1,True,1,0,No_Exp
OCc1ccc(Br)cc1F,True,1,0,No_Exp
O=Cc1ccc(O)cc1F,True,2,6,No_Exp
Cc1ccc(O)cc1F,True,2,5,No_Exp
OCc1c(F)c(F)c(F)c(F)c1F,True,1,0,No_Exp
Oc1cccc(Br)c1F,True,2,0,No_Exp
OCC1CCC(F)(F)CC1,True,1,0,No_Exp
OC1CC(F)(F)C1,True,2,0,No_Exp
Cc1cc(F)cc(CO)c1,True,1,8,No_Exp
Oc1ccc(SC(F)(F)F)cc1,True,2,0,No_Exp
Oc1ccc(C(F)(F)F)cc1Cl,True,2,0,No_Exp
COc1ccc(C(OC[C@H]2O[C@@H](n3cnc4c(=O)nc(NC(=O)C(C)C)[nH]c43)[C@H](F)[C@@H]2O)(c2ccccc2)c2ccc(OC)cc2)cc1,True,2,31,No_Exp
COc1ccc(C(OC[C@H]2O[C@@H](n3ccc(NC(C)=O)nc3=O)[C@H](F)[C@@H]2O)(c2ccccc2)c2ccc(OC)cc2)cc1,True,2,26,No_Exp
CSCCO,True,1,4,No_Exp
CSCCCO,True,1,5,No_Exp
CSc1ccc(O)cc1,True,2,6,React
CS(=O)(=O)CCO,True,1,6,No_Exp
COP(=O)(CO)OC,True,1,5,No_Exp
COCCOCCOCCOCCOCCOCCOCCOCCO,True,1,25,No_Exp
COCCOCCOCCOCCOCCOCCOCCO,True,1,22,No_Exp
COCCOCCOCCOCCOCCOCCO,True,1,19,No_Exp
COCCOCCOCCOCCOCCO,True,1,16,No_Exp
COCCOCCOCCOCCO,True,1,13,No_Exp
COCCOCCOCCO,True,1,10,No_Exp
COCCOCCO,True,1,7,No_Exp
COCCCO,True,1,5,No_Exp
COCCc1ccc(O)cc1,True,2,8,No_Exp
COCC(=O)c1ccc(O)cc1,True,2,9,No_Exp
COc1ccc(O)cn1,True,2,6,No_Exp
COc1ncc(F)c(O)n1,True,2,8,No_Exp
COc1ccc2ccc(O)cc2c1,True,2,9,No_Exp
COc1ccccc1OCC(O)COC(N)=O,True,2,11,No_Exp
COc1cccc(O)c1C=O,True,2,7,No_Exp
COc1cccc(C=O)c1O,True,2,10,No_Exp
COC(=O)c1cccc(OC)c1O,True,2,12,No_Exp
COc1cccc(CO)c1,True,1,8,No_Exp
COc1cccc(CCO)c1,True,1,9,No_Exp
COc1ccc(O)cc1Br,True,2,6,No_Exp
COc1ccc(O)c(Br)c1,True,2,6,No_Exp
COc1ccc(O)c2ccccc12,True,2,6,No_Exp
COc1ccc(CO)cc1,True,1,7,No_Exp
COc1ccc(C(=O)C(O)c2ccc(OC)cc2)cc1,True,2,9,No_Exp
COc1ccc(C(OC[C@H]2O[C@@H](n3cnc4c(NC(=O)c5ccccc5)ncnc43)C[C@@H]2O)(c2ccccc2)c2ccc(OC)cc2)cc1,True,2,32,No_Exp
COc1ccc(C(OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](OC)[C@@H]2O)(c2ccccc2)c2ccc(OC)cc2)cc1,True,2,24,No_Exp
COc1ccc(O)c(C=O)c1,True,2,6,No_Exp
COc1ccc(Br)c(O)c1,True,2,8,No_Exp
COc1ccc([C@@H]2Sc3ccccc3NC(=O)[C@@H]2O)cc1,True,2,18,No_Exp
COc1cc(Br)ccc1O,True,2,9,No_Exp
COc1cc(O)ccc1Br,True,2,5,No_Exp
COc1cc(C=O)cc([N+](=O)[O-])c1O,True,2,13,No_Exp
COc1cc(O)cc(OC)c1,True,2,5,No_Exp
COc1cc(CO)cc(OC)c1,True,1,6,No_Exp
COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,True,2,11,No_Exp
COc1cc(O)c(C=O)c(OC)c1,True,2,5,No_Exp
COc1ccc(O)c(Cl)c1,True,2,6,No_Exp
COC(=O)c1cc(OC)ccc1O,True,2,12,No_Exp
COc1ccc(O)c([N+](=O)[O-])c1,True,2,6,No_Exp
COc1ccc(CO)c(OC)c1,True,1,7,No_Exp
COc1ccc(C(=O)c2ccccc2)c(O)c1,True,2,15,No_Exp
COc1ccc([N+](=O)[O-])c(O)c1,True,2,10,No_Exp
COc1cc2c(=O)[nH]cnc2cc1O,True,2,13,No_Exp
COc1cccc(OC)c1O,True,2,10,No_Exp
COc1cccc(Br)c1O,True,2,9,No_Exp
COc1cc(O)cc(OC)c1C=O,True,2,5,No_Exp
COc1c(O)ccc(C=O)c1[N+](=O)[O-],True,2,4,No_Exp
COc1cc(O)ccc1Cl,True,2,5,No_Exp
COC(=O)c1ccc(O)cc1OC,True,2,8,No_Exp
COC(=O)c1ccc(O)c(OC)c1,True,2,8,No_Exp
COc1cc(Br)ccc1CO,True,1,10,No_Exp
COc1cc([N+](=O)[O-])ccc1O,True,2,11,No_Exp
COc1cc(Br)c(C=O)cc1O,True,2,11,No_Exp
COc1ccc(O)cc1F,True,2,6,No_Exp
COc1ccc(CCO)cc1OC,True,1,8,No_Exp
COC(=O)c1ccc(OC)c(O)c1,True,2,11,No_Exp
COc1ccc(C#N)cc1O,True,2,10,No_Exp
COc1ccc([N+](=O)[O-])cc1O,True,2,11,No_Exp
COc1cc(C=O)c(Br)cc1O,True,2,11,No_Exp
COc1cc(CO)cc(OC)c1OC,True,1,6,No_Exp
COc1cc(CO)cc(OC)c1Br,True,1,6,No_Exp
COC(=O)c1cc(OC)c(O)c(OC)c1,True,2,10,No_Exp
COc1cc(Br)cc(C=O)c1O,True,2,11,No_Exp
COc1ccc(C=O)c(Br)c1O,True,2,11,No_Exp
COc1c(Cl)cnc(O)c1C#N,True,2,8,No_Exp
COC(CO)OC,True,1,4,No_Exp
COC(=O)c1cncc(O)c1,True,2,9,No_Exp
COc1cc2nccc(O)c2cc1OC,True,2,9,No_Exp
COC(O)C(F)(F)F,True,2,3,No_Exp
COC(=O)CCO,True,1,6,No_React
COC(=O)Cc1ccccc1O,True,2,11,No_Exp
COC(=O)Cc1ccc(O)cc1,True,2,9,No_Exp
COC(=O)Cc1cccc(O)c1,True,2,10,No_Exp
COC(=O)Cc1ccc(O)cc1F,True,2,9,No_Exp
COC(=O)CC(O)CC(=O)OC,True,2,6,No_Exp
COC(=O)CC(O)(CC(=O)OC)C(=O)OC,True,3,6,No_Exp
COC(=O)C1CCC(CO)CC1,True,1,9,No_Exp
COC(=O)c1ccc(O)nn1,True,2,8,No_Exp
COC(=O)c1ccc(O)cn1,True,2,8,No_Exp
COC(=O)c1cccc(CO)n1,True,1,10,No_Exp
COC(=O)c1ccc2cc(O)ccc2c1,True,2,10,No_Exp
COC(=O)c1ccc(O)cc1,True,2,8,No_Exp
COC(=O)c1ccc(O)c(C=O)c1,True,2,8,No_Exp
COC(=O)c1cccc(O)c1,True,2,9,No_Exp
COC(=O)c1cc(O)cc(C(=O)OC)c1,True,2,7,No_Exp
COC(=O)c1ccc(O)c(I)c1,True,2,8,No_Exp
COC(=O)c1ccc(O)c(C(F)(F)F)c1,True,2,8,No_Exp
COC(=O)c1ccc(O)c(Br)c1,True,2,8,No_Exp
COC(=O)c1ccc(O)c([N+](=O)[O-])c1,True,2,8,No_Exp
COC(=O)c1ccc(Br)c(O)c1,True,2,10,No_Exp
COC(=O)c1cc(Br)cnc1O,True,2,11,No_Exp
COC(=O)c1ncccc1O,True,2,10,No_Exp
COC(=O)c1cc(F)ccc1O,True,2,11,No_Exp
COC(=O)c1cc(Cl)ccc1O,True,2,11,No_Exp
COC(=O)c1cc(C=O)ccc1O,True,2,12,No_Exp
COC(=O)c1cc(Br)ccc1O,True,2,11,No_Exp
COC(=O)c1cc([N+](=O)[O-])ccc1O,True,2,13,No_Exp
COC(=O)c1cc2ccccc2cc1O,True,2,14,No_Exp
COC(=O)c1ccc(O)cc1C(=O)OC,True,2,8,No_Exp
COC(=O)c1ccc(I)cc1O,True,2,11,No_Exp
COC(=O)c1ccc(F)cc1O,True,2,11,No_Exp
COC(=O)c1ccc(Br)cc1O,True,2,11,No_Exp
COC(=O)c1cccc(Cl)c1O,True,2,11,No_Exp
COC(=O)c1cccc([N+](=O)[O-])c1O,True,2,13,No_Exp
COC(=O)C1(O)CC1,True,3,5,No_Exp
COC(=O)C=Cc1ccc(O)cc1,True,2,10,No_Exp
COC(=O)C(O)(c1cccs1)c1cccs1,True,3,5,No_Exp
COC(=O)C(O)c1ccccc1,True,2,5,No_Exp
COC(=O)[C@H]1CC[C@H](CO)CC1,True,1,9,No_Exp
COC(=O)[C@@H](O)Cc1ccccc1,True,2,5,No_Exp
COC(=O)[C@@H](O)c1ccccc1,True,2,5,No_Exp
